0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,-0.3,0,0,0,0,0
100,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.599999999999999,-9.42414747998559e-09,3.23685627301058e-19,-3.1878962685026e-14,0,0,-0.3,0,0,0,0,0
101,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.599999999999999,-9.42414747998559e-09,3.23685627301058e-19,-3.1878962685026e-14,0,0,0.599999999999999,-9.42446945021814e-09,1.51828954659301e-18,-3.20398910932846e-14,0,0,-0.3,0,0,0,0,0
102,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.599999999999999,-9.42414747998559e-09,3.23685627301058e-19,-3.1878962685026e-14,0,0,0.599999999999999,-9.42446945021814e-09,1.51828954659301e-18,-3.20398910932846e-14,0,0,0.598322711311438,0.00998578644904424,-0.0335457737712154,0.199715917470307,0,0,-0.3,0,0,0,0,0
103,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.599999999999999,-9.42414747998559e-09,3.23685627301058e-19,-3.1878962685026e-14,0,0,0.599999999999999,-9.42446945021814e-09,1.51828954659301e-18,-3.20398910932846e-14,0,0,0.598322711311438,0.00998578644904424,-0.0335457737712154,0.199715917470307,0,0,0.582004170302547,0.0312289479238646,-0.292825046406598,0.225147312026101,0,0,-0.3,0,0,0,0,0
104,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.599999999999999,-9.42414747998559e-09,3.23685627301058e-19,-3.1878962685026e-14,0,0,0.599999999999999,-9.42446945021814e-09,1.51828954659301e-18,-3.20398910932846e-14,0,0,0.598322711311438,0.00998578644904424,-0.0335457737712154,0.199715917470307,0,0,0.582004170302547,0.0312289479238646,-0.292825046406598,0.225147312026101,0,0,0.542914554697604,0.049125866515797,-0.488967265692257,0.132791059812547,0,0,-0.3,0,0,0,0,0
105,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.599999999999999,-9.42414747998559e-09,3.23685627301058e-19,-3.1878962685026e-14,0,0,0.599999999999999,-9.42446945021814e-09,1.51828954659301e-18,-3.20398910932846e-14,0,0,0.598322711311438,0.00998578644904424,-0.0335457737712154,0.199715917470307,0,0,0.582004170302547,0.0312289479238646,-0.292825046406598,0.225147312026101,0,0,0.542914554697604,0.049125866515797,-0.488967265692257,0.132791059812547,0,0,0.486609645249008,0.0553337492251001,-0.637130923279672,-0.00863340562648613,0,0,-0.3,0,0,0,0,0
106,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.599999999999999,-9.42414747998559e-09,3.23685627301058e-19,-3.1878962685026e-14,0,0,0.599999999999999,-9.42446945021814e-09,1.51828954659301e-18,-3.20398910932846e-14,0,0,0.598322711311438,0.00998578644904424,-0.0335457737712154,0.199715917470307,0,0,0.582004170302547,0.0312289479238646,-0.292825046406598,0.225147312026101,0,0,0.542914554697604,0.049125866515797,-0.488967265692257,0.132791059812547,0,0,0.486609645249008,0.0553337492251001,-0.637130923279672,-0.00863340562648613,0,0,0.41952553371419,0.0471925579576525,-0.704551307416676,-0.154190419722464,0,0,-0.3,0,0,0,0,0
107,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.599999999999999,-9.42414747998559e-09,3.23685627301058e-19,-3.1878962685026e-14,0,0,0.599999999999999,-9.42446945021814e-09,1.51828954659301e-18,-3.20398910932846e-14,0,0,0.598322711311438,0.00998578644904424,-0.0335457737712154,0.199715917470307,0,0,0.582004170302547,0.0312289479238646,-0.292825046406598,0.225147312026101,0,0,0.542914554697604,0.049125866515797,-0.488967265692257,0.132791059812547,0,0,0.486609645249008,0.0553337492251001,-0.637130923279672,-0.00863340562648613,0,0,0.41952553371419,0.0471925579576525,-0.704551307416676,-0.154190419722464,0,0,0.348785032023486,0.0243338878714177,-0.710258726397407,-0.302982982002234,0,0,-0.3,0,0,0,0,0
108,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0.599999999999999,-9.42414747998559e-09,3.23685627301058e-19,-3.1878962685026e-14,0,0,0.599999999999999,-9.42446945021814e-09,1.51828954659301e-18,-3.20398910932846e-14,0,0,0.598322711311438,0.00998578644904424,-0.0335457737712154,0.199715917470307,0,0,0.582004170302547,0.0312289479238646,-0.292825046406598,0.225147312026101,0,0,0.542914554697604,0.049125866515797,-0.488967265692257,0.132791059812547,0,0,0.486609645249008,0.0553337492251001,-0.637130923279672,-0.00863340562648613,0,0,0.41952553371419,0.0471925579576525,-0.704551307416676,-0.154190419722464,0,0,0.348785032023486,0.0243338878714177,-0.710258726397407,-0.302982982002234,0,0,0.280621567534733,-0.0118506869731517,-0.653010563377651,-0.420708514889153,0,0,-0.3,0,0,0,0,0
